Model,Scenario,Region_Category,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,NAM,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,NER,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,NGA,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,NIC,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,NLD,Price|Carbon,US$2010/t CO2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,NOR,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,NPL,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,6.3875,7,7.7875,8.75,9.8875,11.2,12.775,14.35,16.275,18.2,20.475,22.75,25.375,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,NZL,Price|Carbon,US$2010/t CO2,22.4,22.4219,22.4875,22.5969,22.75,22.9469,23.1875,23.4719,23.8,24.1938,24.5875,25.0688,25.55,26.1188,26.6875,27.3438,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,OMN,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,PAK,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,6.3875,7,7.7875,8.75,9.8875,11.2,12.775,14.35,16.275,18.2,20.475,22.75,25.375,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,PAN,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,PER,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,PHL,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,6.3875,7,7.7875,8.75,9.8875,11.2,12.775,14.35,16.275,18.2,20.475,22.75,25.375,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,POL,Price|Carbon,US$2010/t CO2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,PRK,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,6.3875,7,7.7875,8.75,9.8875,11.2,12.775,14.35,16.275,18.2,20.475,22.75,25.375,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,PRT,Price|Carbon,US$2010/t CO2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,PRY,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,QAT,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,ROU,Price|Carbon,US$2010/t CO2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,RUS,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SAU,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SDN,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SEN,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SGP,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,6.3875,7,7.7875,8.75,9.8875,11.2,12.775,14.35,16.275,18.2,20.475,22.75,25.375,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SLV,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SRB,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SSD,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SUR,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SVK,Price|Carbon,US$2010/t CO2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SVN,Price|Carbon,US$2010/t CO2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SWE,Price|Carbon,US$2010/t CO2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,SYR,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,TGO,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,THA,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,6.3875,7,7.7875,8.75,9.8875,11.2,12.775,14.35,16.275,18.2,20.475,22.75,25.375,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,TJK,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,TKM,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,TTO,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,TUN,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,TUR,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,TWN,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,6.3875,7,7.7875,8.75,9.8875,11.2,12.775,14.35,16.275,18.2,20.475,22.75,25.375,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,TZA,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,UGA,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,UKR,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,URY,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,USA,Price|Carbon,US$2010/t CO2,22.4,22.4219,22.4875,22.5969,22.75,22.9469,23.1875,23.4719,23.8,24.1938,24.5875,25.0688,25.55,26.1188,26.6875,27.3438,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,UZB,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,VEN,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,11.7906,12.25,12.8406,13.5625,14.4156,15.4,16.5813,17.7625,19.2063,20.65,22.3563,24.0625,26.0313,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,VNM,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,6.3875,7,7.7875,8.75,9.8875,11.2,12.775,14.35,16.275,18.2,20.475,22.75,25.375,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,YEM,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,3.6859,4.375,5.2609,6.3438,7.6234,9.1,10.8719,12.6438,14.8094,16.975,19.5344,22.0938,25.0469,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,ZAF,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,ZMB,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Current Policies,All Countries,ZWE,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,2.065,2.8,3.745,4.9,6.265,7.84,9.73,11.62,13.93,16.24,18.97,21.7,24.85,28
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,AGO,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,379.7125,403.1287,432.7004,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,ALB,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.3346,403.5952,432.9596,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,ARE,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,ARG,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,ARM,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,381.5556,406.8033,438.817,472.463,511.7262,573.3834,606.5093,639.6351,707.8902,776.1452,861.4045,946.6638,1024.3204,1101.9769
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,AUS,Price|Carbon,US$2010/t CO2,22.4,22.4219,22.4875,461.4469,565.7089,676.0672,787.3879,811.9183,857.5329,880.5106,903.4882,961.5951,1019.7019,1094.813,1169.9241,1237.4325,1304.9408
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,AUT,Price|Carbon,US$2010/t CO2,28,28,28,488.7898,620.3946,758.0958,896.7594,917.644,959.6129,978.9449,998.2768,1052.7379,1107.1991,1178.6645,1250.1298,1313.9925,1377.8551
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,AZE,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,381.5556,406.8033,438.817,472.463,511.7262,573.3834,606.5093,639.6351,707.8902,776.1452,861.4045,946.6638,1024.3204,1101.9769
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BEL,Price|Carbon,US$2010/t CO2,28,28,28,488.7898,620.3946,758.0958,896.7594,917.644,959.6129,978.9449,998.2768,1052.7379,1107.1991,1178.6645,1250.1298,1313.9925,1377.8551
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BEN,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,379.7125,403.1287,432.7004,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BGD,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,379.8014,403.1954,432.7374,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BGR,Price|Carbon,US$2010/t CO2,28,28,28,488.7898,620.3946,758.0958,896.7594,917.644,959.6129,978.9449,998.2768,1052.7379,1107.1991,1178.6645,1250.1298,1313.9925,1377.8551
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BHR,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BIH,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.3346,403.5952,432.9596,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BLR,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,381.5556,406.8033,438.817,472.463,511.7262,573.3834,606.5093,639.6351,707.8902,776.1452,861.4045,946.6638,1024.3204,1101.9769
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BOL,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BRA,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BRN,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,379.8014,403.1954,432.7374,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,BWA,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,379.7125,403.1287,432.7004,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CAN,Price|Carbon,US$2010/t CO2,22.4,22.4219,22.4875,461.4469,565.7089,676.0672,787.3879,811.9183,857.5329,880.5106,903.4882,961.5951,1019.7019,1094.813,1169.9241,1237.4325,1304.9408
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CHE,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.3346,403.5952,432.9596,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CHL,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CHN,Price|Carbon,US$2010/t CO2,5.6,5.6875,5.95,380.6207,404.9326,435.6986,467.7848,505.0431,564.0271,597.4871,630.9471,699.5363,768.1255,853.719,939.3124,1017.3031,1095.2938
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CIV,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,379.7125,403.1287,432.7004,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CMR,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,379.7125,403.1287,432.7004,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,COD,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,379.7125,403.1287,432.7004,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,COG,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,379.7125,403.1287,432.7004,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,COL,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CRI,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CUB,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CYP,Price|Carbon,US$2010/t CO2,28,28,28,488.7898,620.3946,758.0958,896.7594,917.644,959.6129,978.9449,998.2768,1052.7379,1107.1991,1178.6645,1250.1298,1313.9925,1377.8551
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,CZE,Price|Carbon,US$2010/t CO2,28,28,28,488.7898,620.3946,758.0958,896.7594,917.644,959.6129,978.9449,998.2768,1052.7379,1107.1991,1178.6645,1250.1298,1313.9925,1377.8551
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,DEU,Price|Carbon,US$2010/t CO2,28,28,28,488.7898,620.3946,758.0958,896.7594,917.644,959.6129,978.9449,998.2768,1052.7379,1107.1991,1178.6645,1250.1298,1313.9925,1377.8551
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,DNK,Price|Carbon,US$2010/t CO2,28,28,28,488.7898,620.3946,758.0958,896.7594,917.644,959.6129,978.9449,998.2768,1052.7379,1107.1991,1178.6645,1250.1298,1313.9925,1377.8551
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,DOM,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,DZA,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,ECU,Price|Carbon,US$2010/t CO2,11.2,11.2656,11.4625,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,EGY,Price|Carbon,US$2010/t CO2,2.8,2.8984,3.1938,380.1124,403.4286,432.867,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Delayed transition,All Countries,ERI,Price|Carbon,US$2010/t CO2,1.12,1.225,1.54,379.7125,403.1287,432.7004,463.2938,498.6273,555.0451,588.8259,622.6067,691.5167,760.4266,846.3409,932.2551,1010.5666,1088.8781
