Model,Scenario,Region_Category,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Africa,Price|Carbon,US$2010/t CO2,0,5.049838772,37.62842219,81.42640736,260.3883839,781.7812397,1707.648544,1501.171301,1552.297187,1369.109124,1255.495111,1319.096761,1426.969521,1438.3896,1407.065931,1413.544324,1380.793093
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South America_Northern,Price|Carbon,US$2010/t CO2,0,15.68635057,115.4154365,235.1975245,374.599261,611.8921961,1062.457328,1137.059222,1035.024622,1000.838662,1029.919674,1085.865368,1151.611379,1168.18056,1162.599303,1188.835139,1216.176395
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South America_Southern,Price|Carbon,US$2010/t CO2,0,15.68635057,115.4154365,235.1975245,374.599261,611.8921961,1062.457328,1137.059222,1035.024622,1000.838662,1029.919674,1085.865368,1151.611379,1168.18056,1162.599303,1188.835139,1216.176395
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Asia,Price|Carbon,US$2010/t CO2,0,15.68635057,115.4154365,235.1975245,374.599261,611.8921961,1062.457328,1137.059222,1035.024622,1000.838662,1029.919674,1085.865368,1151.611379,1168.18056,1162.599303,1188.835139,1216.176395
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|South Korea,Price|Carbon,US$2010/t CO2,0,14.94214161,151.254549,259.9604875,479.2439461,837.4697004,1602.560831,1141.234788,934.4719495,848.4379043,877.6382148,1123.370631,1368.697889,1399.572577,1334.685295,1306.555759,1262.484499
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Southeast Asia,Price|Carbon,US$2010/t CO2,0,15.68635057,115.4154365,235.1975245,374.599261,611.8921961,1062.457328,1137.059222,1035.024622,1000.838662,1029.919674,1085.865368,1151.611379,1168.18056,1162.599303,1188.835139,1216.176395
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|Taiwan,Price|Carbon,US$2010/t CO2,0,15.68635057,115.4154365,235.1975245,374.599261,611.8921961,1062.457328,1137.059222,1035.024622,1000.838662,1029.919674,1085.865368,1151.611379,1168.18056,1162.599303,1188.835139,1216.176395
GCAM 6.0 NGFS,Net Zero 2050,GCAM 6.0 NGFS,GCAM 6.0 NGFS|USA,Price|Carbon,US$2010/t CO2,0,7.033210845,98.58525892,204.0325701,380.8050401,724.9188959,1542.274986,1131.638333,1085.640919,999.9632476,975.6802313,1019.336411,1095.079859,1101.069581,1044.360701,1028.411949,1022.54212
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,AGO,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ALB,Price|Carbon,US$2010/t CO2,11.2,325.0895,344.265,368.4893,405.6577,444.5809,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ARE,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ARG,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ARM,Price|Carbon,US$2010/t CO2,2.8,324.9784,344.1614,368.4004,405.591,444.5439,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,AUS,Price|Carbon,US$2010/t CO2,22.4,325.2005,344.3687,368.5781,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,AUT,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,AZE,Price|Carbon,US$2010/t CO2,2.8,324.9784,344.1614,368.4004,405.591,444.5439,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BEL,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BEN,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BGD,Price|Carbon,US$2010/t CO2,5.6,324.423,343.643,367.9561,405.2578,444.3587,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BGR,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BHR,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BIH,Price|Carbon,US$2010/t CO2,11.2,325.0895,344.265,368.4893,405.6577,444.5809,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BLR,Price|Carbon,US$2010/t CO2,2.8,324.9784,344.1614,368.4004,405.591,444.5439,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BOL,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BRA,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BRN,Price|Carbon,US$2010/t CO2,5.6,324.423,343.643,367.9561,405.2578,444.3587,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,BWA,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CAN,Price|Carbon,US$2010/t CO2,22.4,325.2005,344.3687,368.5781,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CHE,Price|Carbon,US$2010/t CO2,11.2,325.0895,344.265,368.4893,405.6577,444.5809,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CHL,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CHN,Price|Carbon,US$2010/t CO2,5.6,324.6452,343.8504,368.1339,405.3911,444.4328,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CIV,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CMR,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,COD,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,COG,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,COL,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CRI,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CUB,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CYP,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,CZE,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,DEU,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,DNK,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,DOM,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,DZA,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ECU,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,EGY,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ERI,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ESP,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,EST,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ETH,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,EU27,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,FIN,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,FRA,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GAB,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GBR,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GEO,Price|Carbon,US$2010/t CO2,2.8,324.9784,344.1614,368.4004,405.591,444.5439,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GHA,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GRC,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,GTM,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,HKG,Price|Carbon,US$2010/t CO2,5.6,324.6452,343.8504,368.1339,405.3911,444.4328,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,HND,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,HRV,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,HTI,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,HUN,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,IDN,Price|Carbon,US$2010/t CO2,5.6,324.423,343.643,367.9561,405.2578,444.3587,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,IND,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,IRL,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,IRN,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,IRQ,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ISL,Price|Carbon,US$2010/t CO2,11.2,325.0895,344.265,368.4893,405.6577,444.5809,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ISR,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,ITA,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,JAM,Price|Carbon,US$2010/t CO2,11.2,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,JOR,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,JPN,Price|Carbon,US$2010/t CO2,16.8,325.2005,344.3687,368.5781,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,KAZ,Price|Carbon,US$2010/t CO2,2.8,324.9784,344.1614,368.4004,405.591,444.5439,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,KEN,Price|Carbon,US$2010/t CO2,1.12,324.3119,343.5393,367.8673,405.1912,444.3217,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,KGZ,Price|Carbon,US$2010/t CO2,2.8,324.9784,344.1614,368.4004,405.591,444.5439,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,KHM,Price|Carbon,US$2010/t CO2,5.6,324.423,343.643,367.9561,405.2578,444.3587,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,KOR,Price|Carbon,US$2010/t CO2,5.6,324.423,343.643,367.9561,405.2578,444.3587,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,KWT,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,LBN,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,LBY,Price|Carbon,US$2010/t CO2,2.8,324.8118,344.0059,368.2671,405.4911,444.4883,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,LKA,Price|Carbon,US$2010/t CO2,5.6,324.423,343.643,367.9561,405.2578,444.3587,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7346
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,LTU,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
Downscaling[REMIND-MAgPIE 3.3-4.8 IntegratedPhysicalDamages (median)],Below 2?C,All Countries,LUX,Price|Carbon,US$2010/t CO2,28,325.2005,344.3687,368.5782,405.7243,444.6179,481.5308,521.383,581.9057,617.5959,653.2862,724.0017,794.7172,881.4781,968.239,1047.4868,1126.7347
