Model,Scenario,Region_Category,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,JPN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,4859.8796,5031.7108,5221.002,5408.5548,5542.7837,5728.6699,6111.6844,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,KAZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,458.7779,552.4783,622.3057,677.4719,735.6667,806.6155,942.0479,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,KEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,213.7575,287.0333,368.3814,463.1866,569.2753,686.2069,872.3802,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,KGZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,30.3458,37.4865,44.7737,51.7491,60.1713,71.3465,90.8688,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,KHM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,67.2169,88.6974,119.5487,154.7976,200.2852,253.7731,328.2454,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,KOR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1979.7945,2275.5006,2467.3462,2546.1815,2622.9349,2673.9805,2825.3897,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,KWT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,183.7471,204.4668,226.7425,249.7712,273.8719,293.2769,317.1759,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,LBN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,70.6316,63.1597,69.6754,76.3339,84.9422,95.0523,109.037,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,LBY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,101.579,149.4348,167.9696,175.5359,196.1929,227.0174,272.0911,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,LKA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,276.1653,275.8574,319.6376,360.4129,412.1924,466.1821,543.3525,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,LTU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,91.2636,101.4968,115.1606,121.8003,125.1267,126.6885,129.314,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,LUX,GDP|PPP|Counterfactual without damage,billion US$2010/yr,65.3415,70.2492,80.5844,86.8975,91.1481,93.7201,97.894,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,LVA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,49.3684,55.709,60.8499,64.6988,67.3768,69.0621,72.27,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MAR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,273.3974,321.2888,374.2358,434.8014,502.7632,575.6165,671.1851,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MDA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,29.3573,43.7318,54.6888,63.1947,70.2285,77.4184,89.9241,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MEX,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2284.2412,2618.3976,2987.4804,3389.3521,3848.6723,4347.9997,5026.6357,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MKD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,28.8937,30.8452,36.4833,41.3733,45.904,50.2876,56.2642,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MLI,GDP|PPP|Counterfactual without damage,billion US$2010/yr,41.5643,50.6449,65.2471,87.8418,117.0423,153.42,211.8972,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MLT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,20.4471,26.6436,31.6974,36.3918,39.8417,42.4927,45.5794,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MMR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,253.4006,233.541,270.5405,311.129,363.4307,420.5216,502.0038,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MNE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,9.9236,12.2292,14.09,15.6857,16.855,17.7141,18.9475,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MNG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,37.1072,44.4355,52.4338,60.06,68.9439,80.7394,101.6946,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MOZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,35.8557,44.8907,71.9181,110.9563,157.3359,212.0254,295.8057,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,23.3987,30.3447,35.3307,40.0976,44.3616,47.8145,54.043,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,MYS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,822.8037,1066.3539,1285.2509,1465.4953,1646.7254,1800.6193,2009.5839,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,NAM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,20.9837,24.5406,27.7948,32.2782,37.7188,43.6312,53.4121,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,NER,GDP|PPP|Counterfactual without damage,billion US$2010/yr,27.2515,37.664,51.1426,72.8969,101.0379,137.0952,196.417,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,NGA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,934.5788,1080.416,1273.6289,1586.9025,1947.5275,2356.6237,3029.9776,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,NIC,GDP|PPP|Counterfactual without damage,billion US$2010/yr,34.8244,40.6297,48.3142,58.1626,71.2164,87.6346,111.2031,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,NLD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,867.6893,936.7636,1023.3227,1093.7267,1157.7486,1218.6633,1304.0043,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,NOR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,303.8333,329.9585,359.276,387.2511,414.2028,440.4249,480.0692,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,NPL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,107.5025,137.2715,174.4878,216.2175,271.4705,336.6596,428.671,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,NZL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,182.2216,206.0355,232.3868,257.6899,284.9586,314.2091,341.4719,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,OMN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,144.2732,156.6071,179.6507,202.9258,227.342,250.5048,278.9943,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,PAK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1062.9668,1220.6288,1535.7932,1895.1489,2417.8351,3087.0823,4066.5404,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,PAN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,112.6014,153.3698,185.986,217.5858,247.3503,275.3763,311.8385,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,PER,GDP|PPP|Counterfactual without damage,billion US$2010/yr,386.026,472.7849,547.8018,630.1616,725.8995,831.1124,974.5996,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,PHL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,836.0302,1147.5814,1548.2169,1962.5589,2420.9107,2883.5981,3478.3852,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,POL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1118.4768,1308.2977,1534.4901,1709.5394,1849.6449,1940.3761,2053.9226,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,PRK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,45.2503,57.5208,74.2863,94.3592,122.689,156.8591,204.383,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,PRT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,303.462,345.8758,381.2482,415.3169,449.6929,482.5794,526.1734,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,PRY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,89.3912,102.8913,122.0596,142.6676,165.1422,189.2872,221.6946,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,QAT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,235.7529,257.006,300.5291,323.4733,337.9385,346.6371,362.8513,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,ROU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,473.6926,555.0483,627.7466,689.2555,734.087,764.7457,804.038,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,RUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,3383.7638,3663.4116,3861.77,4020.1078,4245.8144,4600.0047,5353.1993,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SAU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1535.0364,1756.9814,2133.697,2427.7065,2676.5419,2855.8641,3048.2126,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SDN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,161.0379,141.6362,174.5363,208.5241,242.8862,277.8584,336.9584,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,51.2937,70.1247,91.1323,120.4152,151.9186,185.9186,239.2387,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SGP,GDP|PPP|Counterfactual without damage,billion US$2010/yr,517.3272,629.8607,708.085,758.083,797.4041,812.3431,839.3914,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SLV,GDP|PPP|Counterfactual without damage,billion US$2010/yr,51.4494,57.7487,64.0443,72.2068,82.8336,95.6722,114.0632,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SRB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,110.1476,122.0689,147.897,172.2829,192.9172,210.8875,233.7513,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SSD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,4.8705,5.9923,7.6388,9.3756,11.2475,13.5391,17.5593,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SUR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,17.6759,7.171,5.9315,5.6084,5.8141,6.4913,8.0927,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SVK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,165.1547,181.5007,201.0094,220.6704,239.3073,255.3113,276.3791,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SVN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,68.4602,78.6749,88.5089,96.0904,101.7844,105.9504,112.4489,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SWE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,494.6209,531.3947,602.2889,661.2309,712.5359,761.115,827.0772,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,SYR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,105.5639,149.4614,227.1154,331.6041,452.0386,583.9883,726.2131,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,TGO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,15.9968,20.7289,27.0197,35.2297,44.6884,55.477,72.6781,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,THA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1155.6363,1341.7449,1541.929,1699.6193,1879.0062,2038.4142,2263.3375,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,TJK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,33.6191,45.59,55.9016,66.2618,79.4579,97.3161,127.8911,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,TKM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,91.3205,101.8181,110.6752,118.5765,126.7283,137.8179,161.5297,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,TTO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,34.1407,34.0804,36.5482,38.8682,41.6406,44.5237,49.1235,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,TUN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,121.1329,130.568,146.1915,163.4392,184.3122,206.6815,235.413,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,TUR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2075.3713,2486.1222,3000.7411,3499.5535,3936.8154,4327.9257,4808.9983,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,TWN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1089.427,1227.7553,1362.3994,1403.984,1405.788,1358.7833,1333.2271,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,TZA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,150.0386,194.6518,269.6919,362.886,466.7783,582.6125,764.3508,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,UGA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,92.1209,125.9605,172.4489,230.7854,294.3157,364.2022,474.0693,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,UKR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,487.0795,493.6685,604.0684,693.9572,788.0534,899.0104,1090.7938,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,URY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,76.7632,89.3734,100.017,109.1966,117.9703,126.1567,137.8533,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,USA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,18154.7723,19874.3836,21747.094,23405.5435,24972.1044,26608.4706,28598.256,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,UZB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,244.8279,320.6888,410.4425,494.1389,585.2402,694.7879,874.4471,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,VEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,114.6622,116.5619,141.5361,170.2652,201.0228,231.4688,265.6374,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,VNM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,968.2964,1296.4903,1785.6536,2272.6033,2764.1702,3206.629,3740.2292,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,YEM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,54.8416,56.4365,73.2097,93.7157,122.431,159.2653,209.2823,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,ZAF,GDP|PPP|Counterfactual without damage,billion US$2010/yr,712.9728,780.7847,842.484,956.0776,1087.4324,1201.5264,1449.1744,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,ZMB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,56.1839,69.1942,87.706,110.6624,135.975,163.757,208.6028,,,,,,
Downscaling[GCAM 6.0 NGFS],Low demand,All Countries,ZWE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,28.2238,36.1614,42.3659,50.648,58.6443,66.2574,79.1665,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,AGO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,187.7755,210.1842,251.9275,306.2311,373.9579,463.3744,581.646,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,ALB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,33.7395,39.1823,46.4566,53.366,59.5988,65.2014,69.8431,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,ARE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,602.9458,717.9088,887.0125,1038.3638,1143.0822,1222.8005,1281.336,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,ARG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,764.3911,898.8496,1014.1482,1125.18,1253.7214,1404.5073,1577.1565,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,ARM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,36.2215,49.9345,62.2577,72.8852,82.738,90.4306,96.145,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,AUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1117.723,1276.2825,1445.1002,1637.8006,1842.928,2065.733,2297.7559,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,AUT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,420.9712,447.7576,491.6518,525.0582,558.1003,591.4525,623.3289,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,AZE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,133.8384,157.1189,177.2203,190.8684,206.7677,224.0786,243.1214,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BEL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,510.4723,559.3319,605.3318,646.2897,683.5605,718.8204,753.4902,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,37.1488,49.5359,66.9779,91.0863,119.8821,155.029,198.6585,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BGD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,973.2667,1381.0338,1935.7896,2568.6774,3218.5835,3926.6664,4704.687,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BGR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,146.4466,172.0682,196.9498,218.9179,237.0849,252.8763,267.4982,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BHR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,68.0316,75.934,87.0204,98.7488,108.5253,118.014,127.5475,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BIH,GDP|PPP|Counterfactual without damage,billion US$2010/yr,42.5641,47.2987,54.9323,61.4454,65.7011,68.5093,70.2308,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BLR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,169.5887,214.0199,222.1928,227.6223,237.2436,247.1191,256.7991,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BOL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,92.9665,106.011,118.8445,136.8374,162.671,196.6652,238.633,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BRA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2779.3128,3120.9431,3358.9235,3794.389,4397.9607,5148.606,5995.9517,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BRN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,26.0859,27.1638,31.6471,35.4722,37.9859,39.8698,41.4311,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,BWA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,32.1599,42.6273,51.8669,61.8077,71.4892,81.3605,91.9708,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CAN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1558.7425,1703.0532,1876.8641,2089.427,2321.5185,2566.5299,2813.4292,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CHE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,525.7062,573.3683,605.373,638.7375,668.7384,699.5536,730.1263,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CHL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,416.184,487.4563,524.4457,577.8034,639.1039,708.4694,781.4664,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CHN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,21786.8007,28324.5363,34137.0456,39394.7898,43516.0767,47503.3256,51213.8075,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CIV,GDP|PPP|Counterfactual without damage,billion US$2010/yr,125.8947,170.6212,231.4841,310.1436,397.6254,498.193,616.1807,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CMR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,89.8004,107.6862,136.1298,176.4304,226.277,288.7231,367.0707,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,COD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,92.0338,123.5063,160.2632,212.2406,289.0702,397.5783,546.3169,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,COG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,19.712,22.4065,27.1321,32.8468,39.7251,48.2903,59.1148,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,COL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,634.0725,765.3344,872.4487,1024.4402,1222.894,1455.7413,1703.741,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CRI,GDP|PPP|Counterfactual without damage,billion US$2010/yr,91.7285,107.8424,123.7952,145.3932,169.4796,195.3537,221.0936,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CUB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,68.3059,75.4686,93.9581,118.2277,152.6225,195.8437,245.4629,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CYP,GDP|PPP|Counterfactual without damage,billion US$2010/yr,32.9871,39.2834,45.2115,51.2468,57.0962,62.9181,68.7644,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,CZE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,362.9791,388.7431,420.8227,451.4491,480.9822,509.2327,536.1294,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,DEU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,3862.3363,3947.5373,4148.1492,4368.2195,4623.9338,4896.5944,5158.7445,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,DNK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,288.6934,314.9502,336.0992,357.4921,379.3749,403.3134,428.5312,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,DOM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,181.7711,225.3327,287.3106,353.3949,419.014,486.3444,554.7747,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,DZA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,451.0537,519.4955,569.9067,633.9703,698.7105,780.831,886.6373,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,ECU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,184.7441,204.8428,233.7883,268.1839,308.7672,356.7079,411.3745,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,EGY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1253.4554,1538.1059,2043.8339,2684.6023,3438.1504,4344.3147,5418.7769,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,ERI,GDP|PPP|Counterfactual without damage,billion US$2010/yr,5.5992,6.5604,7.8088,9.8594,12.8908,17.1266,22.7376,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,ESP,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1540.2306,1754.8231,1875.8109,2043.762,2236.9948,2442.0311,2652.7546,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,EST,GDP|PPP|Counterfactual without damage,billion US$2010/yr,41.8657,43.9183,51.8738,57.05,60.7802,63.2946,65.1875,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,ETH,GDP|PPP|Counterfactual without damage,billion US$2010/yr,244.8791,338.4605,472.6978,650.1428,871.8606,1156.0252,1517.6922,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,EU27,GDP|PPP|Counterfactual without damage,billion US$2010/yr,16889.9194,18441.7502,20006.6353,21513.1257,23014.0263,24483.156,25914.0546,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,FIN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,238.5488,245.3593,263.3776,278.9231,294.7502,310.9994,327.778,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,FRA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2603.4042,2790.4376,3009.294,3211.7023,3416.279,3625.9704,3843.5744,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,GAB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,29.3919,32.7165,38.1132,45.8411,54.0101,62.827,72.5963,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,GBR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2583.7095,2866.8459,3117.3641,3408.1524,3750.0704,4138.7175,4552.8494,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,GEO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,50.1979,70.4936,91.7273,111.511,127.6656,138.3953,144.3914,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,GHA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,156.1876,181.1479,232.2206,295.553,369.2773,457.6625,565.0104,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,GRC,GDP|PPP|Counterfactual without damage,billion US$2010/yr,264.9642,310.965,343.5216,370.7512,400.9557,430.9584,459.9131,,,,,,
Downscaling[GCAM 6.0 NGFS],Nationally Determined Contributions (NDCs),All Countries,GTM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,139.3742,160.7646,194.1021,234.3302,283.4053,342.4717,409.9174,,,,,,
