Model,Scenario,Region_Category,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,ITA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1807.5194,1951.9832,2049.2865,2170.6406,2296.9244,2427.4198,2554.7234,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,JAM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,22.0468,25.0823,26.8476,29.0823,32.2408,36.3266,41.3284,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,JOR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,111.6753,127.8446,147.0084,170.5408,201.1324,238.8699,284.019,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,JPN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,4689.7572,5015.9439,5208.1602,5413.791,5588.6053,5770.5986,5965.3139,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,KAZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,412.0491,433.2274,501.5182,576.3095,648.1322,713.4052,774.4823,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,KEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,208.4412,270.6819,349.8637,443.6904,555.3131,691.3604,854.7465,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,KGZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,27.255,29.3951,36.0833,44.0218,53.0117,63.1019,74.7056,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,KHM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,54.68,69.8923,95.728,127.8465,166.0764,211.8849,266.4218,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,KOR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1841.0153,2138.8564,2369.2638,2546.05,2687.0226,2799.4223,2885.7967,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,KWT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,213.091,253.1054,283.3102,317.5996,354.0987,387.8758,420.4432,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,LBN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,81.9113,78.1842,87.058,97.0633,109.8248,125.7122,144.5377,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,LBY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,116.1936,175.3111,198.3161,209.9251,237.6121,280.2774,336.1997,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,LKA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,278.2539,270.337,316.3645,365.9622,418.5587,474.7614,535.2125,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,LTU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,84.4798,86.2602,97.8717,103.4579,106.5852,108.3231,108.583,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,LUX,GDP|PPP|Counterfactual without damage,billion US$2010/yr,57.4445,60.4395,69.3775,74.6928,78.4688,80.9019,82.9048,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,LVA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,45.6987,47.346,51.7146,54.9555,57.3928,59.0506,60.684,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MAR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,312.7322,376.9235,441.8478,519.9834,608.9039,710.6605,829.3261,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MDA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,27.0867,28.104,36.1196,44.0566,50.706,56.1143,60.5891,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MEX,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1887.6711,2198.2646,2495.7464,2835.9782,3220.9308,3654.8562,4128.8526,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MKD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,28.672,29.9357,35.4363,40.3252,45.1445,50.0953,55.2298,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MLI,GDP|PPP|Counterfactual without damage,billion US$2010/yr,40.1779,48.9758,63.5543,86.3228,117.1542,158.6305,213.0644,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MLT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,18.5388,23.1102,27.511,31.5355,34.5797,36.9806,38.9159,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MMR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,226.8433,210.1185,247.7757,296.2728,351.7144,415.0983,487.7944,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MNE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,9.8474,11.8686,13.6857,15.2883,16.5761,17.6464,18.5992,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MNG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,29.9728,36.0812,43.7043,52.7892,62.5759,73.2913,85.4148,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MOZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,34.2779,42.6122,68.764,107.0333,154.5907,215.2048,291.9886,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,22.8168,28.6161,33.5547,38.4098,43.2736,48.1736,52.9506,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,MYS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,736.5709,959.4064,1177.1029,1395.5189,1593.6383,1777.3978,1952.702,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,NAM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,20.0604,23.295,26.5758,31.137,37.0606,44.2855,52.7228,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,NER,GDP|PPP|Counterfactual without damage,billion US$2010/yr,26.3426,36.4228,49.8157,71.6362,101.1345,141.7513,197.499,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,NGA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,903.4056,1044.8099,1240.5856,1559.4602,1949.3898,2436.6604,3046.6687,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,NIC,GDP|PPP|Counterfactual without damage,billion US$2010/yr,29.9994,37.0148,43.7979,52.8101,64.676,79.936,99.1202,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,NLD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,762.8233,805.9524,881.0084,940.1136,996.6978,1051.9851,1104.3394,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,NOR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,279.2319,290.4556,316.7414,342.2135,368.8662,396.8869,425.8738,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,NPL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,108.3155,134.5244,172.701,219.5467,275.6634,342.8553,422.249,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,NZL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,179.8556,204.1628,230.408,255.7111,280.0466,305.3597,331.2383,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,OMN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,167.3132,193.8608,224.47,258.0327,293.9385,331.3072,369.8304,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,PAK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1125.4106,1345.0167,1706.1416,2160.9995,2766.1983,3561.012,4569.1826,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,PAN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,97,139.7244,168.6001,197.5621,224.6341,251.1849,277.9553,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,PER,GDP|PPP|Counterfactual without damage,billion US$2010/yr,323.1412,394.3808,454.6953,523.8964,603.6022,694.1104,795.3626,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,PHL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,748.4112,1032.4873,1417.9415,1868.8479,2342.8655,2846.4101,3379.9284,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,POL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1035.3372,1111.8976,1304.1188,1452.0922,1575.5605,1659.09,1724.647,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,PRK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,36.8105,45.3256,59.4844,77.9307,101.7336,130.9677,165.8884,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,PRT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,266.7866,297.5771,328.2278,356.986,387.1375,416.5764,445.6074,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,PRY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,74.8291,85.8284,101.3139,118.6093,137.3196,158.0848,180.9232,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,QAT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,273.402,318.1427,375.5051,411.3163,436.9327,458.4478,480.9898,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,ROU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,438.4816,471.7251,533.5037,585.4574,625.3084,653.8846,675.1383,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,RUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,3184.9774,2925.1629,3169.053,3482.3102,3808.9932,4142.6573,4481.5016,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SAU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1780.1776,2174.9324,2666.0116,3086.9791,3460.5966,3777.0467,4040.6618,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SDN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,196.0167,169.6897,209.7821,252.0958,298.1959,350.6711,411.3211,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,49.5828,67.8137,88.768,118.3328,152.0638,192.2328,240.5566,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SGP,GDP|PPP|Counterfactual without damage,billion US$2010/yr,463.1094,566.6902,648.5029,721.885,771.6974,801.8668,815.6322,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SLV,GDP|PPP|Counterfactual without damage,billion US$2010/yr,44.3209,52.6108,58.0575,65.5618,75.2263,87.2676,101.6695,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SRB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,109.3024,118.4698,143.6528,167.9182,189.725,210.0808,229.4541,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SSD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,5.9285,7.1792,9.1814,11.3347,13.8088,17.087,21.4344,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SUR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,7.901,8.2309,9.489,10.9256,12.6613,14.6831,16.9472,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SVK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,152.8783,154.254,170.8321,187.4387,203.8462,218.3002,232.0712,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SVN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,63.3713,66.8643,75.2212,81.6197,86.7018,90.5914,94.4216,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SWE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,434.8427,457.1899,518.5281,568.3615,613.4173,657.0163,700.4378,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,SYR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,111.9642,156.6094,238.5994,349.4343,478.899,623.8319,781.4869,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,TGO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,15.4632,20.0458,26.3187,34.6205,44.7311,57.3611,73.0785,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,THA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1034.5214,1207.1776,1412.1828,1618.4636,1818.4309,2012.126,2199.273,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,TJK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,30.1948,35.7496,45.0513,56.3674,70.0035,86.0705,105.1427,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,TKM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,82.0191,79.8409,89.1935,100.8702,111.6493,121.892,132.7978,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,TTO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,29.4104,31.0482,33.1317,35.2913,37.8164,40.6123,43.786,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,TUN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,138.5607,153.1772,172.6035,195.4586,223.2233,255.1706,290.8798,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,TUR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2017.1777,2462.5021,2976.5468,3479.765,3944.9015,4388.2377,4799.9634,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,TWN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1074.5299,1281.8777,1448.1906,1551.8066,1579.4756,1557.4505,1504.6475,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,TZA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,143.4362,184.7718,257.864,350.0558,458.634,591.3492,754.4876,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,UGA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,89.8298,118.7849,163.7802,221.0713,287.0973,366.9374,464.4868,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,UKR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,449.4063,317.2536,398.9616,483.7969,568.986,651.6189,734.9551,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,URY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,64.2583,74.5522,83.0177,90.7826,98.0951,105.3608,112.501,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,USA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,17572.0226,20285.9726,22254.3086,23988.6293,25622.3157,27223.3639,28813.8721,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,UZB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,219.891,251.469,330.777,420.3524,515.6045,614.5001,718.9059,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,VEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,319.5557,338.7304,398.4139,480.9379,572.7951,674.4421,785.4621,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,VNM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,787.6951,1021.616,1429.8538,1876.9309,2292.0484,2677.338,3035.7736,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,YEM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,63.5996,69.8617,91.4741,119.1654,158.2954,210.6376,277.4213,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,ZAF,GDP|PPP|Counterfactual without damage,billion US$2010/yr,659.5397,716.899,772.4181,873.8953,1016.2442,1193.6322,1397.3598,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,ZMB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,53.7116,65.6821,83.8595,106.7498,133.6026,166.2127,205.911,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Delayed transition,All Countries,ZWE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,26.9818,34.326,40.5079,48.8573,57.6211,67.251,78.145,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,AGO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,179.5126,200.1557,238.8468,289.7605,354.1264,439.1327,550.2296,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,ALB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,33.4807,38.0256,45.0238,51.713,57.7973,63.1488,67.6278,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,ARE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,699.2347,887.2504,1088.207,1270.8714,1406.4456,1502.9945,1566.3378,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,ARG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,637.2038,716.0945,804.8618,890.9922,989.8786,1105.4717,1240.647,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,ARM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,32.5321,39.0249,49.1231,59.3649,68.5083,76.2856,83.0288,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,AUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1103.2106,1264.9241,1438.5977,1624.606,1824.3752,2039.7665,2262.9569,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,AUT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,370.094,385.5165,423.6519,451.8101,479.9793,508.4201,535.6986,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,AZE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,120.2064,122.792,139.8317,155.4622,171.2067,189.0287,209.9546,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BEL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,448.7783,481.5812,521.6089,556.1293,587.878,617.9071,647.5612,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,35.9096,48.057,64.6899,87.8011,115.651,149.664,191.4339,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BGD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,980.6272,1355.8616,1901.5021,2525.3893,3170.1701,3849.4328,4566.6692,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BGR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,135.5608,146.3455,167.53,186.2903,201.9394,215.499,228.1176,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BHR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,78.8961,93.8454,106.7585,120.8603,133.5293,145.0559,155.9174,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BIH,GDP|PPP|Counterfactual without damage,billion US$2010/yr,42.2375,45.9025,53.238,59.5421,63.7151,66.3525,68.0032,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BLR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,156.4719,137.0776,143.676,151.9398,160.9889,170.8413,181.7504,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BOL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,77.822,88.495,98.58,113.2801,134.5398,162.3587,197.164,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BRA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2492.3602,2833.52,3058.5693,3459.6607,3993.3867,4648.8028,5408.9422,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BRN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,23.352,24.484,28.7653,32.6833,35.6414,37.8819,39.6485,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,BWA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,30.7447,40.5934,49.1738,58.4834,67.698,77.1041,87.0032,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CAN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1472.3654,1682.4671,1867.5657,2075.7198,2306.8509,2548.0218,2788.6389,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CHE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,483.1396,504.7056,532.5236,560.7762,586.7039,612.3673,638.3999,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CHL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,348.3864,406.9146,435.0211,478.3316,528.5816,584.8834,645.6653,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CHN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,24458.7795,31597.4756,37977.058,43746.5757,48369.7877,52804.1044,56949.455,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CIV,GDP|PPP|Counterfactual without damage,billion US$2010/yr,121.6954,165.5273,223.5765,298.9576,383.5918,480.9523,593.772,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CMR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,86.805,104.4713,131.4796,170.067,218.2909,278.7314,353.7214,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,COD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,88.964,119.8191,154.7885,204.5857,278.8679,383.8195,526.4489,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,COG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,19.0545,21.7376,26.2052,31.6621,38.323,46.6192,56.9649,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,COL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,538.1018,662.8756,759.8921,893.6598,1062.9739,1257.7481,1470.1369,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CRI,GDP|PPP|Counterfactual without damage,billion US$2010/yr,79.0192,98.3189,112.1487,131.4536,153.0901,176.144,199.5168,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CUB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,58.8419,68.804,85.1186,106.8926,137.8632,176.5859,221.5079,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CYP,GDP|PPP|Counterfactual without damage,billion US$2010/yr,29.9084,34.0988,39.2749,44.457,49.5054,54.527,59.5801,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,CZE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,335.9978,330.6294,357.9615,384.1649,409.6812,433.9636,457.2014,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,DEU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,3395.5472,3398.8046,3574.4224,3758.8326,3976.691,4209.1745,4433.5052,,,,,,
Downscaling[MESSAGEix-GLOBIOM 2.0-M-R12-NGFS],Fragmented World,All Countries,DNK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,253.8029,271.1701,289.6136,307.6203,326.2713,346.6933,368.2864,,,,,,
